"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"12/07/2011","12,446.88","12,505.54","12,570.58","12,446.88","162.64M","-0.47%"
"11/07/2011","12,505.76","12,655.62","12,655.84","12,470.30","133.25M","-1.20%"
"08/07/2011","12,657.20","12,717.90","12,717.90","12,567.41","131.15M","-0.49%"
"07/07/2011","12,719.49","12,627.23","12,753.89","12,627.23","153.74M","0.74%"
"06/07/2011","12,626.02","12,562.47","12,643.24","12,539.21","132.33M","0.45%"
"05/07/2011","12,569.87","12,583.00","12,601.80","12,540.58","122.99M","-0.10%"
"01/07/2011","12,582.77","12,412.07","12,596.13","12,404.08","141.87M","1.36%"
"30/06/2011","12,414.34","12,262.25","12,427.09","12,262.10","179.98M","1.25%"
"29/06/2011","12,261.42","12,187.63","12,284.39","12,175.86","158.72M","0.60%"
"28/06/2011","12,188.69","12,042.28","12,190.43","12,042.28","135.05M","1.21%"
"27/06/2011","12,043.56","11,934.66","12,098.81","11,934.05","177.92M","0.91%"
"24/06/2011","11,934.58","12,049.24","12,057.19","11,925.42","279.66M","-0.96%"
"23/06/2011","12,050.00","12,108.35","12,108.73","11,874.94","206.76M","-0.49%"
"22/06/2011","12,109.67","12,189.71","12,207.99","12,105.85","125.33M","-0.66%"
"21/06/2011","12,190.01","12,081.33","12,217.33","12,081.18","147.57M","0.91%"
"20/06/2011","12,080.38","12,004.28","12,099.87","11,971.29","127.25M","0.63%"
"17/06/2011","12,004.36","11,962.66","12,072.89","11,962.51","342.01M","0.36%"
"16/06/2011","11,961.52","11,896.13","11,990.02","11,875.77","189.50M","0.54%"
"15/06/2011","11,897.27","12,075.12","12,075.20","11,862.53","182.50M","-1.48%"
"14/06/2011","12,076.11","11,951.38","12,120.80","11,951.38","159.62M","1.03%"
"13/06/2011","11,952.97","11,945.33","12,011.66","11,917.78","153.37M","0.01%"
"10/06/2011","11,951.91","12,124.17","12,124.85","11,937.42","178.31M","-1.42%"
"09/06/2011","12,124.36","12,049.47","12,183.12","12,049.09","149.70M","0.63%"
"08/06/2011","12,048.94","12,066.27","12,098.36","12,024.26","156.87M","-0.18%"
"07/06/2011","12,070.81","12,090.18","12,178.89","12,066.61","162.61M","-0.16%"
"06/06/2011","12,089.96","12,151.19","12,151.49","12,070.66","166.60M","-0.50%"
"03/06/2011","12,151.26","12,247.80","12,247.87","12,104.03","157.74M","-0.79%"
"02/06/2011","12,248.55","12,289.61","12,306.71","12,190.54","156.37M","-0.34%"
"01/06/2011","12,290.14","12,569.41","12,569.49","12,282.42","183.02M","-2.22%"
"31/05/2011","12,569.79","12,443.40","12,574.29","12,443.40","208.29M","1.03%"
"27/05/2011","12,441.58","12,398.06","12,483.81","12,397.69","126.03M","0.31%"
"26/05/2011","12,402.76","12,391.63","12,441.58","12,317.92","149.07M","0.07%"
"25/05/2011","12,394.66","12,355.45","12,440.03","12,309.52","145.75M","0.31%"
"24/05/2011","12,356.21","12,381.57","12,422.55","12,350.04","145.92M","-0.20%"
"23/05/2011","12,381.26","12,511.36","12,511.36","12,331.77","150.72M","-1.05%"
"20/05/2011","12,512.04","12,604.72","12,604.83","12,485.86","174.98M","-0.74%"
"19/05/2011","12,605.32","12,561.46","12,633.59","12,533.46","158.47M","0.36%"
"18/05/2011","12,560.18","12,471.78","12,571.15","12,443.10","175.12M","0.65%"
"17/05/2011","12,479.58","12,541.33","12,541.33","12,378.84","192.83M","-0.55%"
"16/05/2011","12,548.37","12,594.77","12,642.90","12,530.81","192.31M","-0.38%"
"13/05/2011","12,595.75","12,695.65","12,714.50","12,543.19","169.94M","-0.79%"
"12/05/2011","12,695.92","12,629.96","12,718.58","12,537.17","216.51M","0.52%"
"11/05/2011","12,630.03","12,745.87","12,748.21","12,577.21","200.68M","-1.02%"
"10/05/2011","12,760.36","12,685.13","12,781.06","12,681.65","156.00M","0.60%"
"09/05/2011","12,684.68","12,637.83","12,722.07","12,620.20","133.94M","0.36%"
"06/05/2011","12,638.74","12,580.76","12,759.23","12,579.93","168.32M","0.43%"
"05/05/2011","12,584.17","12,723.65","12,724.56","12,521.28","176.95M","-1.10%"
"04/05/2011","12,723.58","12,806.29","12,806.68","12,673.02","193.72M","-0.66%"
"03/05/2011","12,807.51","12,806.38","12,840.66","12,749.99","191.51M","0.00%"
"02/05/2011","12,807.36","12,810.16","12,876.00","12,784.62","150.96M","-0.02%"
"29/04/2011","12,810.54","12,763.46","12,832.83","12,751.13","378.62M","0.37%"
"28/04/2011","12,763.31","12,689.90","12,776.14","12,674.54","148.76M","0.57%"
"27/04/2011","12,690.96","12,592.23","12,708.37","12,588.33","160.55M","0.76%"
"26/04/2011","12,595.37","12,480.86","12,613.16","12,478.14","183.98M","0.93%"
"25/04/2011","12,479.88","12,505.99","12,506.22","12,446.05","128.66M","-0.21%"
"21/04/2011","12,505.99","12,453.62","12,506.06","12,447.56","166.64M","0.42%"
"20/04/2011","12,453.54","12,266.75","12,475.53","12,263.58","203.90M","1.52%"
"19/04/2011","12,266.75","12,201.44","12,275.34","12,200.30","149.87M","0.53%"
"18/04/2011","12,201.59","12,339.71","12,339.79","12,093.89","190.22M","-1.14%"
"15/04/2011","12,341.83","12,285.45","12,369.27","12,272.58","234.71M","0.46%"
"14/04/2011","12,285.15","12,270.24","12,305.58","12,163.86","140.67M","0.12%"
"13/04/2011","12,270.99","12,263.65","12,335.10","12,224.45","118.95M","0.06%"
"12/04/2011","12,263.58","12,381.19","12,381.19","12,233.00","137.26M","-0.95%"
"11/04/2011","12,381.11","12,380.43","12,444.00","12,352.88","109.95M","0.01%"
"08/04/2011","12,380.05","12,409.87","12,450.36","12,320.72","122.82M","-0.24%"
"07/04/2011","12,409.49","12,426.45","12,440.56","12,328.36","158.59M","-0.14%"
"06/04/2011","12,426.75","12,386.66","12,450.93","12,386.66","182.35M","0.27%"
"05/04/2011","12,393.90","12,402.08","12,438.14","12,353.34","142.34M","-0.05%"
"04/04/2011","12,400.03","12,374.60","12,407.41","12,369.15","114.66M","0.19%"
"01/04/2011","12,376.72","12,321.02","12,419.71","12,321.02","147.60M","0.46%"
"31/03/2011","12,319.73","12,350.76","12,381.68","12,319.01","186.14M","-0.25%"
"30/03/2011","12,350.61","12,280.07","12,383.46","12,280.07","140.34M","0.58%"
"29/03/2011","12,279.01","12,194.48","12,285.41","12,173.51","129.03M","0.67%"
"28/03/2011","12,197.88","12,221.19","12,272.92","12,197.88","123.07M","-0.19%"
"25/03/2011","12,220.59","12,170.71","12,259.79","12,170.71","129.79M","0.41%"
"24/03/2011","12,170.56","12,087.54","12,191.18","12,087.54","131.61M","0.70%"
"23/03/2011","12,086.02","12,018.40","12,116.14","11,972.61","133.94M","0.56%"
"22/03/2011","12,018.63","12,036.37","12,050.98","12,002.85","115.66M","-0.15%"
"21/03/2011","12,036.53","11,860.11","12,078.30","11,860.11","143.39M","1.50%"
"18/03/2011","11,858.52","11,777.23","11,927.09","11,777.23","355.05M","0.71%"
"17/03/2011","11,774.59","11,614.89","11,800.54","11,614.82","182.26M","1.39%"
"16/03/2011","11,613.30","11,854.20","11,856.70","11,555.48","254.07M","-2.04%"
"15/03/2011","11,855.42","11,988.69","11,988.69","11,696.25","221.93M","-1.15%"
"14/03/2011","11,993.16","12,042.13","12,042.13","11,897.31","163.00M","-0.43%"
"11/03/2011","12,044.40","11,976.96","12,087.01","11,936.32","143.67M","0.50%"
"10/03/2011","11,984.61","12,211.43","12,211.43","11,974.39","180.66M","-1.87%"
"09/03/2011","12,213.09","12,211.16","12,257.82","12,156.60","128.36M","-0.01%"
"08/03/2011","12,214.38","12,085.87","12,251.20","12,072.21","158.61M","1.03%"
"07/03/2011","12,090.03","12,171.09","12,243.44","12,041.60","176.20M","-0.66%"
"04/03/2011","12,169.88","12,258.88","12,271.37","12,079.51","166.70M","-0.72%"
"03/03/2011","12,258.20","12,068.01","12,283.10","12,068.01","157.84M","1.59%"
"02/03/2011","12,066.80","12,057.34","12,115.12","12,018.63","147.27M","0.07%"
"01/03/2011","12,058.02","12,226.49","12,261.38","12,054.99","183.24M","-1.38%"
"28/02/2011","12,226.34","12,130.45","12,235.04","12,130.15","199.56M","0.79%"
"25/02/2011","12,130.45","12,060.93","12,151.03","12,060.93","147.54M","0.51%"
"24/02/2011","12,068.50","12,104.56","12,129.62","11,983.17","190.86M","-0.31%"
"23/02/2011","12,105.78","12,211.81","12,221.12","12,063.43","213.49M","-0.88%"
"22/02/2011","12,212.79","12,389.74","12,389.82","12,176.31","201.86M","-1.44%"
"18/02/2011","12,391.25","12,318.67","12,391.29","12,303.23","230.04M","0.59%"
"17/02/2011","12,318.14","12,287.72","12,331.31","12,253.24","130.86M","0.24%"
"16/02/2011","12,288.17","12,219.79","12,303.16","12,219.79","146.27M","0.50%"
"15/02/2011","12,226.64","12,266.75","12,267.66","12,193.27","142.58M","-0.34%"
"14/02/2011","12,268.19","12,266.83","12,276.21","12,235.91","146.35M","-0.04%"
"11/02/2011","12,273.26","12,227.78","12,285.94","12,180.48","184.29M","0.36%"
"10/02/2011","12,229.29","12,239.66","12,239.66","12,156.94","274.44M","-0.09%"
"09/02/2011","12,239.89","12,229.29","12,254.23","12,188.19","162.91M","0.06%"
"08/02/2011","12,233.15","12,152.70","12,238.79","12,150.05","126.65M","0.59%"
"07/02/2011","12,161.63","12,092.38","12,188.76","12,092.30","132.96M","0.57%"
"04/02/2011","12,092.15","12,061.73","12,092.42","12,025.78","121.78M","0.25%"
"03/02/2011","12,062.26","12,040.68","12,080.54","11,981.05","143.71M","0.17%"
"02/02/2011","12,041.97","12,038.27","12,057.91","12,018.51","143.44M","0.02%"
"01/02/2011","12,040.16","11,892.50","12,050.75","11,892.50","180.89M","1.25%"
"31/01/2011","11,891.93","11,824.39","11,891.93","11,817.88","206.58M","0.58%"
"28/01/2011","11,823.70","11,990.36","12,012.42","11,803.04","214.17M","-1.39%"
"27/01/2011","11,989.83","11,985.36","12,019.53","11,971.93","167.77M","0.04%"
"26/01/2011","11,985.44","11,978.85","12,020.52","11,961.83","168.32M","0.07%"
"25/01/2011","11,977.19","11,980.52","11,985.97","11,898.74","191.96M","-0.03%"
"24/01/2011","11,980.52","11,873.43","11,982.94","11,867.98","184.00M","0.92%"
"21/01/2011","11,871.84","11,822.95","11,905.48","11,822.80","249.48M","0.41%"
"20/01/2011","11,822.80","11,823.70","11,845.16","11,744.77","180.80M","-0.02%"
"19/01/2011","11,825.29","11,834.21","11,861.24","11,798.46","166.25M","-0.11%"
"18/01/2011","11,837.93","11,783.82","11,858.78","11,777.99","203.39M","0.43%"
"14/01/2011","11,787.38","11,732.13","11,794.15","11,698.83","200.77M","0.47%"
"13/01/2011","11,731.90","11,753.70","11,757.25","11,700.53","161.66M","-0.20%"
"12/01/2011","11,755.44","11,673.62","11,782.23","11,673.62","144.96M","0.72%"
"11/01/2011","11,671.88","11,638.51","11,704.12","11,635.48","157.44M","0.30%"
"10/01/2011","11,637.45","11,672.34","11,677.33","11,573.87","150.34M","-0.32%"
"07/01/2011","11,674.76","11,696.86","11,726.94","11,599.68","188.72M","-0.19%"
"06/01/2011","11,697.31","11,716.93","11,736.74","11,667.46","193.08M","-0.22%"
"05/01/2011","11,722.89","11,688.61","11,742.68","11,652.89","169.99M","0.27%"
"04/01/2011","11,691.18","11,670.90","11,698.22","11,635.74","178.63M","0.18%"
"03/01/2011","11,670.75","11,577.43","11,711.47","11,577.35","203.42M","0.81%"
"31/12/2010","11,577.51","11,569.33","11,597.41","11,530.32","93.33M","0.07%"
"30/12/2010","11,569.71","11,585.30","11,594.38","11,551.93","76.82M","-0.14%"
"29/12/2010","11,585.38","11,572.74","11,625.00","11,572.66","77.80M","0.09%"
"28/12/2010","11,575.54","11,554.80","11,591.13","11,541.14","114.10M","0.18%"
"27/12/2010","11,555.03","11,572.81","11,573.19","11,518.44","76.82M","-0.16%"
"23/12/2010","11,573.49","11,559.11","11,580.84","11,542.62","100.84M","0.12%"
"22/12/2010","11,559.49","11,532.17","11,566.99","11,528.08","122.04M","0.23%"
"21/12/2010","11,533.16","11,478.36","11,549.12","11,478.29","119.42M","0.48%"
"20/12/2010","11,478.13","11,491.30","11,517.07","11,442.68","125.36M","-0.12%"
"17/12/2010","11,491.91","11,499.02","11,503.18","11,451.00","358.30M","-0.06%"
"16/12/2010","11,499.25","11,458.00","11,514.84","11,421.30","163.04M","0.36%"
"15/12/2010","11,457.47","11,475.64","11,519.04","11,445.67","189.67M","-0.17%"
"14/12/2010","11,476.54","11,429.24","11,514.08","11,428.94","149.86M","0.42%"
"13/12/2010","11,428.56","11,406.16","11,480.03","11,405.33","151.19M","0.16%"
"10/12/2010","11,410.32","11,370.44","11,413.69","11,357.72","151.82M","0.35%"
"09/12/2010","11,370.06","11,370.36","11,413.35","11,331.50","167.97M","-0.02%"
"08/12/2010","11,372.48","11,354.30","11,389.09","11,327.49","152.51M","0.12%"
"07/12/2010","11,359.16","11,363.85","11,450.89","11,354.09","175.72M","-0.03%"
"06/12/2010","11,362.19","11,381.33","11,392.08","11,350.27","122.66M","-0.17%"
"03/12/2010","11,382.09","11,361.88","11,388.87","11,318.82","149.44M","0.17%"
"02/12/2010","11,362.41","11,255.93","11,373.80","11,255.85","212.09M","0.95%"
"01/12/2010","11,255.78","11,007.23","11,276.10","11,007.23","202.52M","2.27%"
"30/11/2010","11,006.02","11,049.72","11,062.63","10,942.98","233.77M","-0.42%"
"29/11/2010","11,052.49","11,083.75","11,083.82","10,929.28","151.53M","-0.36%"
"26/11/2010","11,092.00","11,183.50","11,183.50","11,067.17","68.40M","-0.85%"
"24/11/2010","11,187.28","11,037.35","11,195.99","11,037.35","138.28M","1.37%"
"23/11/2010","11,036.37","11,177.60","11,180.17","10,992.17","192.82M","-1.27%"
"22/11/2010","11,178.58","11,201.66","11,206.05","11,054.53","152.85M","-0.22%"
"19/11/2010","11,203.55","11,180.77","11,206.17","11,119.24","219.40M","0.20%"
"18/11/2010","11,181.23","11,010.49","11,199.69","11,010.34","171.77M","1.57%"
"17/11/2010","11,007.88","11,017.83","11,042.16","10,990.81","160.25M","-0.14%"
"16/11/2010","11,023.50","11,194.70","11,194.70","10,978.93","254.57M","-1.59%"
"15/11/2010","11,201.97","11,194.02","11,280.90","11,189.10","155.66M","0.08%"
"12/11/2010","11,192.58","11,281.28","11,283.70","11,143.84","217.65M","-0.80%"
"11/11/2010","11,283.10","11,326.69","11,326.77","11,231.22","296.66M","-0.65%"
"10/11/2010","11,357.04","11,342.81","11,366.16","11,255.02","164.17M","0.09%"
"09/11/2010","11,346.75","11,403.59","11,421.14","11,303.19","161.91M","-0.53%"
"08/11/2010","11,406.84","11,439.54","11,439.61","11,362.53","143.99M","-0.33%"
"05/11/2010","11,444.08","11,435.22","11,451.53","11,393.52","211.67M","0.08%"
"04/11/2010","11,434.84","11,216.65","11,440.37","11,216.65","234.68M","1.96%"
"03/11/2010","11,215.13","11,184.88","11,226.64","11,097.37","177.58M","0.24%"
"02/11/2010","11,188.72","11,125.22","11,219.52","11,125.22","150.39M","0.58%"
"01/11/2010","11,124.62","11,120.30","11,244.27","11,062.33","150.13M","0.06%"
"29/10/2010","11,118.49","11,120.45","11,131.01","11,075.80","189.65M","0.04%"
"28/10/2010","11,113.95","11,127.34","11,179.34","11,052.60","156.25M","-0.11%"
"27/10/2010","11,126.28","11,168.40","11,168.40","11,020.82","167.08M","-0.39%"
"26/10/2010","11,169.46","11,163.14","11,184.82","11,087.00","159.04M","0.05%"
"25/10/2010","11,164.05","11,133.40","11,247.60","11,132.34","168.11M","0.28%"
"22/10/2010","11,132.56","11,146.41","11,159.05","11,109.25","104.57M","-0.13%"
"21/10/2010","11,146.57","11,105.24","11,213.54","11,066.19","178.06M","0.35%"
"20/10/2010","11,107.97","10,974.52","11,152.88","10,970.89","220.14M","1.18%"
"19/10/2010","10,978.62","11,139.60","11,139.60","10,917.62","247.64M","-1.48%"
"18/10/2010","11,143.69","11,062.63","11,159.05","11,054.76","190.29M","0.73%"
"15/10/2010","11,062.78","11,096.01","11,141.19","11,010.68","319.21M","-0.29%"
"14/10/2010","11,094.57","11,096.99","11,112.20","11,023.54","196.17M","-0.01%"
"13/10/2010","11,096.08","11,022.82","11,155.23","11,022.07","224.92M","0.69%"
"12/10/2010","11,020.40","11,010.79","11,053.21","10,913.84","155.15M","0.09%"
"11/10/2010","11,010.34","11,006.93","11,030.50","10,977.90","114.83M","0.04%"
"08/10/2010","11,006.48","10,948.50","11,032.17","10,929.28","152.28M","0.53%"
"07/10/2010","10,948.58","10,968.41","10,998.53","10,892.76","141.92M","-0.17%"
"06/10/2010","10,967.65","10,936.79","10,974.16","10,918.57","163.44M","0.21%"
"05/10/2010","10,944.72","10,752.78","10,965.61","10,752.63","216.24M","1.80%"
"04/10/2010","10,751.27","10,828.85","10,853.71","10,711.12","160.37M","-0.72%"
"01/10/2010","10,829.68","10,789.72","10,866.54","10,780.64","161.89M","0.39%"
"30/09/2010","10,788.05","10,836.04","10,948.88","10,745.44","214.54M","-0.44%"
"29/09/2010","10,835.28","10,857.98","10,869.26","10,798.88","158.83M","-0.21%"
"28/09/2010","10,858.14","10,809.17","10,886.21","10,728.64","167.11M","0.43%"
"27/09/2010","10,812.04","10,860.03","10,873.20","10,809.62","143.91M","-0.44%"
"24/09/2010","10,860.26","10,664.39","10,865.78","10,664.31","179.27M","1.86%"
"23/09/2010","10,662.42","10,738.48","10,761.94","10,640.92","156.83M","-0.72%"
"22/09/2010","10,739.31","10,761.11","10,805.38","10,708.40","168.59M","-0.20%"
"21/09/2010","10,761.03","10,753.39","10,833.39","10,717.74","186.74M","0.07%"
"20/09/2010","10,753.62","10,608.08","10,774.13","10,608.08","157.12M","1.37%"
"17/09/2010","10,607.85","10,595.51","10,650.16","10,567.36","367.23M","0.12%"
"16/09/2010","10,594.83","10,571.75","10,603.69","10,522.48","170.30M","0.21%"
"15/09/2010","10,572.73","10,526.42","10,587.80","10,480.78","167.42M","0.44%"
"14/09/2010","10,526.49","10,544.73","10,588.32","10,499.70","192.41M","-0.17%"
"13/09/2010","10,544.13","10,458.60","10,567.59","10,458.60","190.72M","0.78%"
"10/09/2010","10,462.77","10,415.01","10,471.28","10,403.17","140.32M","0.46%"
"09/09/2010","10,415.24","10,388.14","10,476.62","10,386.63","163.59M","0.27%"
"08/09/2010","10,387.01","10,338.49","10,426.70","10,335.69","166.76M","0.45%"
"07/09/2010","10,340.69","10,446.80","10,446.80","10,332.40","149.04M","-1.03%"
"03/09/2010","10,447.93","10,321.92","10,451.15","10,321.84","168.60M","1.24%"
"02/09/2010","10,320.10","10,270.08","10,320.37","10,253.96","149.93M","0.49%"
"01/09/2010","10,269.47","10,016.01","10,279.08","10,016.01","205.71M","2.54%"
"31/08/2010","10,014.72","10,006.42","10,073.38","9,941.84","255.42M","0.05%"
"30/08/2010","10,009.73","10,145.58","10,150.57","10,007.68","150.48M","-1.39%"
"27/08/2010","10,150.65","9,982.18","10,159.88","9,936.62","207.76M","1.65%"
"26/08/2010","9,985.81","10,059.90","10,104.71","9,968.10","176.33M","-0.74%"
"25/08/2010","10,060.06","10,040.15","10,097.40","9,937.98","183.89M","0.20%"
"24/08/2010","10,040.45","10,173.05","10,173.05","9,991.18","223.68M","-1.32%"
"23/08/2010","10,174.41","10,215.51","10,304.70","10,170.29","172.97M","-0.38%"
"20/08/2010","10,213.62","10,270.98","10,270.98","10,147.24","251.15M","-0.56%"
"19/08/2010","10,271.21","10,411.15","10,411.15","10,216.19","227.74M","-1.39%"
"18/08/2010","10,415.54","10,398.59","10,472.30","10,330.02","168.56M","0.09%"
"17/08/2010","10,405.85","10,297.63","10,480.44","10,297.47","191.34M","1.01%"
"16/08/2010","10,302.01","10,303.07","10,333.12","10,209.53","146.04M","-0.01%"
"13/08/2010","10,303.15","10,320.33","10,354.92","10,285.44","151.62M","-0.16%"
"12/08/2010","10,319.95","10,361.58","10,361.65","10,268.71","221.03M","-0.57%"
"11/08/2010","10,378.83","10,631.82","10,631.90","10,367.33","219.33M","-2.49%"
"10/08/2010","10,644.25","10,696.63","10,700.71","10,551.62","203.49M","-0.51%"
"09/08/2010","10,698.75","10,654.62","10,719.94","10,649.40","166.33M","0.42%"
"06/08/2010","10,653.56","10,668.55","10,668.70","10,515.37","154.87M","-0.20%"
"05/08/2010","10,674.98","10,679.67","10,679.75","10,612.85","139.61M","-0.05%"
"04/08/2010","10,680.43","10,630.20","10,702.99","10,627.53","173.36M","0.41%"
"03/08/2010","10,636.38","10,673.92","10,676.95","10,600.96","164.88M","-0.36%"
"02/08/2010","10,674.38","10,468.82","10,692.20","10,468.59","167.64M","1.99%"
"30/07/2010","10,465.94","10,465.19","10,507.19","10,347.50","208.16M","-0.01%"
"29/07/2010","10,467.16","10,498.94","10,584.99","10,387.39","202.11M","-0.29%"
"28/07/2010","10,497.88","10,537.01","10,548.52","10,463.22","162.07M","-0.38%"
"27/07/2010","10,537.69","10,525.28","10,578.33","10,494.86","180.55M","0.12%"
"26/07/2010","10,525.43","10,424.17","10,526.79","10,414.40","178.82M","0.97%"
"23/07/2010","10,424.62","10,321.16","10,441.95","10,287.48","200.00M","0.99%"
"22/07/2010","10,322.30","10,121.81","10,363.24","10,121.81","202.22M","1.99%"
"21/07/2010","10,120.53","10,226.02","10,265.54","10,065.50","203.90M","-1.07%"
"20/07/2010","10,229.96","10,151.48","10,236.40","10,007.76","194.41M","0.74%"
"19/07/2010","10,154.43","10,098.12","10,187.28","10,073.68","176.97M","0.56%"
"16/07/2010","10,097.90","10,356.20","10,356.20","10,079.58","335.06M","-2.52%"
"15/07/2010","10,359.31","10,367.10","10,379.74","10,240.48","210.00M","-0.07%"
"14/07/2010","10,366.72","10,370.96","10,400.10","10,303.00","208.53M","0.04%"
"13/07/2010","10,363.02","10,217.55","10,407.82","10,217.55","179.04M","1.44%"
"12/07/2010","10,216.27","10,199.24","10,220.28","10,146.49","131.49M","0.18%"
"09/07/2010","10,198.03","10,137.93","10,201.77","10,118.41","134.82M","0.58%"
"08/07/2010","10,138.99","10,019.26","10,139.86","10,019.26","192.22M","1.20%"
"07/07/2010","10,018.28","9,736.85","10,026.60","9,736.70","219.56M","2.82%"
"06/07/2010","9,743.62","9,689.21","9,858.13","9,659.01","216.71M","0.59%"
"02/07/2010","9,686.48","9,732.23","9,770.87","9,614.32","199.57M","-0.47%"
"01/07/2010","9,732.53","9,773.27","9,795.48","9,621.89","262.82M","-0.42%"
"30/06/2010","9,774.02","9,868.34","9,908.92","9,753.84","235.09M","-0.98%"
"29/06/2010","9,870.30","10,135.72","10,135.80","9,811.92","290.50M","-2.65%"
"28/06/2010","10,138.52","10,143.05","10,201.93","10,101.41","164.10M","-0.05%"
"25/06/2010","10,143.81","10,153.48","10,202.91","10,081.08","434.50M","-0.09%"
"24/06/2010","10,152.80","10,297.08","10,298.06","10,128.85","244.44M","-1.41%"
"23/06/2010","10,298.44","10,293.30","10,368.04","10,227.24","195.10M","0.05%"
"22/06/2010","10,293.52","10,441.95","10,493.57","10,283.40","175.75M","-1.43%"
"21/06/2010","10,442.41","10,452.46","10,594.16","10,395.55","165.19M","-0.08%"
"18/06/2010","10,450.64","10,435.00","10,483.44","10,424.49","338.02M","0.16%"
"17/06/2010","10,434.17","10,409.98","10,441.20","10,319.22","181.07M","0.24%"
"16/06/2010","10,409.46","10,404.24","10,429.03","10,332.60","165.70M","0.05%"
"15/06/2010","10,404.77","10,192.40","10,408.32","10,192.40","203.17M","2.10%"
"14/06/2010","10,190.89","10,211.83","10,328.67","10,186.21","177.92M","-0.20%"
"11/06/2010","10,211.07","10,166.78","10,215.98","10,082.71","187.89M","0.38%"
"10/06/2010","10,172.53","9,901.67","10,185.83","9,901.67","221.73M","2.76%"
"09/06/2010","9,899.25","9,941.57","10,065.14","9,867.73","222.68M","-0.41%"
"08/06/2010","9,939.98","9,812.94","9,953.66","9,757.55","259.68M","1.26%"
"07/06/2010","9,816.49","9,931.75","9,982.38","9,810.30","222.94M","-1.16%"
"04/06/2010","9,931.97","10,249.61","10,249.69","9,889.88","256.60M","-3.15%"
"03/06/2010","10,255.28","10,250.67","10,315.21","10,175.02","176.87M","0.06%"
"02/06/2010","10,249.54","10,025.61","10,254.22","10,025.61","200.85M","2.25%"
"01/06/2010","10,024.02","10,133.94","10,218.33","10,013.90","221.90M","-1.11%"
"28/05/2010","10,136.63","10,258.00","10,258.00","10,095.90","243.72M","-1.19%"
"27/05/2010","10,258.99","9,971.73","10,264.20","9,971.73","264.77M","2.85%"
"26/05/2010","9,974.45","10,045.11","10,179.03","9,952.68","316.08M","-0.69%"
"25/05/2010","10,043.75","10,061.43","10,061.66","9,774.48","316.96M","-0.23%"
"24/05/2010","10,066.57","10,193.46","10,196.41","10,052.67","211.43M","-1.24%"
"21/05/2010","10,193.39","10,063.93","10,198.53","9,918.82","438.22M","1.25%"
"20/05/2010","10,068.01","10,440.21","10,440.21","10,065.36","360.35M","-3.60%"
"19/05/2010","10,444.37","10,505.70","10,522.52","10,324.66","266.34M","-0.63%"
"18/05/2010","10,510.95","10,625.45","10,718.86","10,482.20","246.37M","-1.08%"
"17/05/2010","10,625.83","10,616.98","10,660.97","10,436.06","221.91M","0.05%"
"14/05/2010","10,620.16","10,780.68","10,780.75","10,537.25","256.50M","-1.51%"
"13/05/2010","10,782.95","10,896.61","10,920.27","10,771.69","201.48M","-1.05%"
"12/05/2010","10,896.91","10,742.15","10,909.08","10,742.15","196.63M","1.38%"
"11/05/2010","10,748.26","10,780.00","10,874.54","10,685.38","223.95M","-0.34%"
"10/05/2010","10,785.14","10,386.18","10,835.17","10,386.03","313.35M","3.90%"
"07/05/2010","10,380.43","10,519.42","10,579.12","10,241.23","428.73M","-1.33%"
"06/05/2010","10,520.32","10,862.22","10,879.76","9,869.62","459.88M","-3.20%"
"05/05/2010","10,868.12","10,918.40","10,946.79","10,814.84","218.83M","-0.54%"
"04/05/2010","10,926.77","11,149.48","11,149.48","10,869.25","242.10M","-2.02%"
"03/05/2010","11,151.83","11,009.60","11,177.67","11,009.60","178.08M","1.30%"
"30/04/2010","11,008.61","11,168.23","11,197.93","10,999.69","255.13M","-1.42%"
"29/04/2010","11,167.32","11,045.64","11,197.32","11,041.64","194.31M","1.11%"
"28/04/2010","11,045.27","10,988.87","11,078.52","10,965.38","236.76M","0.48%"
"27/04/2010","10,991.99","11,203.67","11,218.86","10,973.17","263.40M","-1.90%"
"26/04/2010","11,205.03","11,205.11","11,258.01","11,187.65","191.92M","0.01%"
"23/04/2010","11,204.28","11,132.18","11,205.64","11,105.65","207.38M","0.63%"
"22/04/2010","11,134.29","11,119.78","11,149.86","11,016.40","214.70M","0.08%"
"21/04/2010","11,124.92","11,116.91","11,153.72","11,071.34","188.88M","0.07%"
"20/04/2010","11,117.06","11,093.11","11,146.08","11,081.47","175.17M","0.23%"
"19/04/2010","11,092.05","11,018.36","11,095.30","10,977.85","214.85M","0.67%"
"16/04/2010","11,018.66","11,143.66","11,153.79","10,973.92","373.95M","-1.13%"
"15/04/2010","11,144.57","11,122.96","11,154.55","11,096.20","203.71M","0.19%"
"14/04/2010","11,123.11","11,020.70","11,125.22","11,020.63","223.92M","0.94%"
"13/04/2010","11,019.42","11,006.72","11,038.92","10,947.77","183.95M","0.12%"
"12/04/2010","11,005.97","10,996.75","11,029.77","10,992.21","153.96M","0.08%"
"09/04/2010","10,997.35","10,926.92","11,000.98","10,926.92","150.66M","0.64%"
"08/04/2010","10,927.07","10,896.99","10,949.36","10,844.09","158.93M","0.27%"
"07/04/2010","10,897.52","10,961.95","10,962.66","10,845.45","186.97M","-0.66%"
"06/04/2010","10,969.99","10,972.49","10,987.38","10,927.52","159.96M","-0.03%"
